"zcta","median_income","total_population","total_male_population","median_age","hispanic","white","black","asian","indigenous"
"ZCTA5 32071",43510,3219,2052,44.7,623,2287,81,34,0
"ZCTA5 32072",NA,37,22,66.7,0,37,0,0,0
"ZCTA5 32073",70975,42135,21306,40.5,6565,24168,7859,1912,52
"ZCTA5 32079",56250,439,173,81.4,9,379,42,0,0
"ZCTA5 32080",87285,21167,10285,58.5,829,19429,62,447,39
"ZCTA5 32081",129875,24368,12218,40.5,1983,19844,447,1359,108
"ZCTA5 32082",121484,28697,13880,51.9,1574,25136,578,585,48
"ZCTA5 32083",58438,2392,1714,40.8,183,1406,531,6,0
"ZCTA5 32084",67727,36129,17079,43.8,3432,26682,4660,199,19
"ZCTA5 32086",70571,33817,16086,49.6,2564,28878,1039,550,13
"ZCTA5 32087",66056,5240,3135,37.2,161,3526,1263,7,12
"ZCTA5 32091",51890,16729,8762,38.4,994,11654,3417,114,14
"ZCTA5 32092",113589,45098,22407,41.6,5268,34310,2510,1367,0
"ZCTA5 32094",64559,3718,2182,36.6,381,3280,0,0,0
"ZCTA5 32095",111084,16419,8345,42.1,1496,12870,864,819,36
"ZCTA5 32096",46875,2875,1336,40.3,12,2167,652,0,8
"ZCTA5 32097",83933,21778,11595,37.7,890,17307,1783,170,143
"ZCTA5 32102",52415,2224,1155,55.4,92,1927,27,24,0
"ZCTA5 32110",50528,9424,4582,47,402,7773,808,43,0
"ZCTA5 32112",42459,8002,4116,41.3,3055,3991,654,132,74
"ZCTA5 32113",41750,5386,2868,50.4,622,3548,751,12,0
"ZCTA5 32114",40726,35583,17564,34.1,4103,13003,16914,479,41
"ZCTA5 32117",49848,29720,14498,41.4,3009,15786,8612,994,82
"ZCTA5 32118",52765,18141,8795,58.4,1426,14569,757,441,121
"ZCTA5 32119",51484,22935,11149,47.6,2011,17379,2359,474,110
"ZCTA5 32124",83354,7992,4947,49.9,218,5934,1366,266,0
"ZCTA5 32127",65230,27908,13850,53.6,1194,24365,836,631,169
"ZCTA5 32128",77589,21829,10517,48.3,1463,18976,788,344,0
"ZCTA5 32129",60390,23543,10970,45.4,1425,19364,1373,632,124
"ZCTA5 32130",56579,5561,2552,44.1,2002,3220,25,18,0
"ZCTA5 32131",60850,4381,2594,46.7,242,3299,746,9,0
"ZCTA5 32132",48925,8012,4278,58,378,7237,160,30,15
"ZCTA5 32133",134187,732,317,51.2,9,723,0,0,0
"ZCTA5 32134",42788,7076,3612,57.6,246,6533,57,71,12
"ZCTA5 32136",65772,8349,4031,59.7,443,7382,135,221,55
"ZCTA5 32137",73689,46970,22633,55,5316,35367,2933,1484,3
"ZCTA5 32139",58385,791,306,60.4,55,705,0,4,2
"ZCTA5 32140",NA,1727,782,40.1,25,1391,186,0,0
"ZCTA5 32141",61456,18683,8362,52.2,1177,16421,212,246,38
"ZCTA5 32145",64868,5553,2656,39.2,289,4113,655,0,0
"ZCTA5 32147",29671,1427,746,40.1,0,1244,43,0,0
"ZCTA5 32148",43891,10923,5595,45.4,1119,8972,419,15,3
"ZCTA5 32157",36042,876,488,38,142,713,0,0,0
"ZCTA5 32159",55244,30111,13843,68.4,1473,26353,1172,419,61
"ZCTA5 32162",71894,52752,24118,73.8,788,50806,365,570,29
"ZCTA5 32163",89192,27953,13204,69.6,571,26696,87,156,0
"ZCTA5 32164",70064,50721,24516,47.8,6948,33759,6894,1163,108
"ZCTA5 32168",68964,30074,15285,55.3,1896,25818,1138,345,48
"ZCTA5 32169",86670,10383,4944,63,525,9635,6,103,16
"ZCTA5 32174",65503,52140,24690,54.7,3235,43305,2644,1270,9
"ZCTA5 32176",63975,13882,6750,59.6,595,12484,203,199,40
"ZCTA5 32177",45455,26290,12623,41.5,1800,17069,6808,257,79
"ZCTA5 32179",48108,8523,4338,48.3,768,6937,64,103,47
"ZCTA5 32180",68236,5000,2951,39,2623,2195,201,0,0
"ZCTA5 32181",38851,3163,1504,31.9,729,2024,294,3,23
"ZCTA5 32182",NA,30,15,NA,0,30,0,0,0
"ZCTA5 32187",40111,1221,618,56.3,2,1060,159,0,0
"ZCTA5 32189",42212,5108,2434,55.8,138,4462,387,0,0
"ZCTA5 32190",69186,1774,790,41.7,761,950,29,30,0
"ZCTA5 32192",NA,0,0,NA,0,0,0,0,0
"ZCTA5 32193",47237,1122,417,64,55,507,421,0,1
"ZCTA5 32195",85396,3183,1606,51.9,113,2980,56,19,0
"ZCTA5 32202",38042,6393,3882,40.2,475,2558,3067,150,0
"ZCTA5 32203",NA,0,0,NA,0,0,0,0,0
"ZCTA5 32204",61609,8270,3947,37.5,577,4773,2277,352,65
"ZCTA5 32205",57758,30913,14489,38,2997,18435,7536,788,56
"ZCTA5 32206",35313,16210,7839,37.2,947,3902,10823,183,49
"ZCTA5 32207",59883,35392,18279,38.5,5366,19198,6814,2795,153
"ZCTA5 32208",39511,31368,14078,41.7,1191,5111,24063,102,101
"ZCTA5 32209",28534,36062,16828,36.5,1312,1608,32379,216,56
"ZCTA5 32210",55910,67110,32028,36,6100,29697,26422,1987,72
"ZCTA5 32211",54058,35863,17458,34.5,5566,16008,11113,1280,124
"ZCTA5 32212",45366,1872,1263,21.8,440,1063,307,30,22
"ZCTA5 32214",NA,0,0,NA,0,0,0,0,0
"ZCTA5 32216",61536,41010,19662,37.9,7456,20475,8516,3245,13
"ZCTA5 32217",58975,20219,9297,37.1,4134,12602,2103,530,127
"ZCTA5 32218",64298,68996,33248,35.6,4801,25273,33669,1382,116
"ZCTA5 32219",60100,14145,7650,38.7,715,5310,7295,404,0
"ZCTA5 32220",77038,12078,5441,44.2,1257,7419,2448,538,53
"ZCTA5 32221",75865,30597,14964,39.1,2158,14994,10870,1232,53
"ZCTA5 32222",81045,16869,8707,34.6,2318,7013,5883,401,68
"ZCTA5 32223",90833,25604,12607,48.5,2285,19713,1527,792,62
"ZCTA5 32224",82055,41919,20651,33,5464,28016,3811,2621,33
"ZCTA5 32225",83324,54073,26936,38.6,6098,32743,8530,3474,32
"ZCTA5 32226",97625,18892,9843,41,1023,12766,3422,731,82
"ZCTA5 32227",79375,3497,2265,21.6,449,1881,613,187,0
"ZCTA5 32228",NA,224,190,23.1,44,107,42,12,0
"ZCTA5 32233",79363,24041,11567,42.6,1916,18027,1938,796,21
"ZCTA5 32234",78997,8692,4428,36.4,472,6823,1174,52,10
"ZCTA5 32244",59848,65499,31167,33.7,8842,26480,23198,4007,165
"ZCTA5 32246",74401,58684,27312,35.1,10862,29943,8156,6070,67
"ZCTA5 32250",104943,28619,14627,42.9,2501,23754,889,449,42
"ZCTA5 32254",35295,14338,7311,33.4,672,4191,8516,50,47
"ZCTA5 32256",69895,51638,25029,32.9,6337,25558,9496,6450,129
"ZCTA5 32257",80644,42271,20321,42.1,6816,26276,3917,1824,15
"ZCTA5 32258",95926,41595,21239,34.6,3505,27063,4816,3188,0
"ZCTA5 32259",142263,66518,33224,38.6,4693,49626,5065,3371,49
"ZCTA5 32266",109375,6743,3298,44.4,431,6136,0,31,99
"ZCTA5 32277",53931,34880,16179,32.3,4173,14770,14269,626,71
"ZCTA5 32301",47222,33803,15192,29.5,2007,13449,16312,1082,40
"ZCTA5 32303",58592,49824,24146,31.4,3817,25804,17181,1357,65
"ZCTA5 32304",27876,48568,23499,22.2,4442,21997,18338,1960,41
"ZCTA5 32305",49093,20265,9541,36.9,782,6978,11579,21,9
"ZCTA5 32306",NA,1547,527,19.1,293,1005,157,44,0
"ZCTA5 32307",NA,1713,427,19.6,182,878,581,47,0
"ZCTA5 32308",72383,23125,10133,43,1477,15126,5186,673,223
"ZCTA5 32309",96879,33675,17002,40.7,2268,25695,3481,722,21
"ZCTA5 32310",37675,14407,6405,32.1,1037,5326,7331,31,36
"ZCTA5 32311",82392,20442,9857,37.5,1566,10596,5561,1452,3
"ZCTA5 32312",113131,32244,15501,43.1,1466,24710,3279,1961,4
"ZCTA5 32313",NA,0,0,NA,0,0,0,0,0
"ZCTA5 32317",113973,14515,7408,46.4,1048,10056,2045,998,25
"ZCTA5 32320",60528,3707,1790,53.6,57,2856,639,34,0
"ZCTA5 32321",47963,5995,3492,38.7,449,4129,1158,5,56
"ZCTA5 32322",45625,4253,2822,38.2,455,2757,658,3,16
"ZCTA5 32323",NA,104,42,65.1,0,104,0,0,0
"ZCTA5 32324",41418,4981,2828,47.2,309,1761,2833,3,0
"ZCTA5 32327",73829,30090,16909,41.8,1406,22862,4715,49,101
"ZCTA5 32328",57500,3716,1898,47.1,155,3295,29,7,0
"ZCTA5 32330",43648,757,339,37.3,394,110,170,0,20
"ZCTA5 32331",51678,4830,2259,46.9,21,2917,1669,3,12
"ZCTA5 32332",27256,1097,502,51.6,115,9,985,0,0
"ZCTA5 32333",58169,11688,5931,51.1,956,6334,3855,0,351
"ZCTA5 32334",54828,1611,767,40.7,131,1380,0,3,0
"ZCTA5 32336",34840,1370,688,49.9,9,725,612,0,0
"ZCTA5 32337",NA,81,49,NA,0,0,81,0,0
"ZCTA5 32340",36795,10213,5823,45.1,664,5081,4207,9,0
"ZCTA5 32343",58393,3517,1468,30.3,306,129,3078,0,0
"ZCTA5 32344",49785,12335,6385,48.2,608,7183,4164,33,9
"ZCTA5 32346",56176,2326,1113,53,19,2275,16,0,0
"ZCTA5 32347",62411,7052,3414,44.3,250,5715,547,48,63
"ZCTA5 32348",46157,12827,7839,41.8,638,8218,3826,4,22
"ZCTA5 32350",47946,1563,768,41.7,113,1154,244,0,0
"ZCTA5 32351",38955,16563,7324,37.7,2694,4773,8841,14,209
"ZCTA5 32352",47070,5143,2483,41.5,100,764,4279,0,0
"ZCTA5 32355",47500,291,144,60.1,0,285,0,0,0
"ZCTA5 32356",NA,79,75,NA,0,79,0,0,0
"ZCTA5 32358",94583,1521,762,53.7,20,1297,193,1,2
"ZCTA5 32359",45500,1007,468,59.5,93,914,0,0,0
"ZCTA5 32360",38750,98,58,64,23,75,0,0,0
"ZCTA5 32361",112969,297,124,58.5,24,252,0,0,4
"ZCTA5 32399",NA,0,0,NA,0,0,0,0,0
"ZCTA5 32401",46603,18120,9015,45.7,1572,11184,3963,421,51
"ZCTA5 32403",90104,746,440,22,58,572,91,26,0
"ZCTA5 32404",66230,40969,21555,38.3,3020,28816,5233,1226,84
"ZCTA5 32405",68070,29661,13712,37.5,2057,19784,5247,483,409
"ZCTA5 32407",75093,14710,7222,39,1318,10947,1548,260,7
"ZCTA5 32408",64561,18594,9437,46.6,983,15707,859,332,133
"ZCTA5 32409",56276,10518,4957,43.3,673,9128,0,209,41
"ZCTA5 32410",60152,412,227,60.5,9,384,9,13,0
"ZCTA5 32413",75970,14820,7554,52.4,1054,13116,164,22,59
"ZCTA5 32420",46703,2712,1539,53.1,87,2433,0,0,6
"ZCTA5 32421",41923,3929,2028,43.7,37,3630,75,0,9
"ZCTA5 32423",53016,872,469,68.3,16,762,88,0,0
"ZCTA5 32424",41400,7516,4512,41.3,630,4796,1567,31,51
"ZCTA5 32425",41658,13970,7671,40.8,376,11523,1258,160,32
"ZCTA5 32426",37396,826,433,51.7,5,181,625,0,0
"ZCTA5 32427",39500,1111,597,43.6,10,1003,67,3,0
"ZCTA5 32428",48984,17801,9826,40.6,972,13700,2375,116,90
"ZCTA5 32430",58860,732,384,48.3,0,715,0,0,0
"ZCTA5 32431",54821,4515,2210,48.2,61,3862,477,0,6
"ZCTA5 32432",NA,0,0,NA,0,0,0,0,0
"ZCTA5 32433",50424,18387,10129,39.3,1138,14533,1453,97,231
"ZCTA5 32435",68208,6525,3193,42.3,203,5500,399,0,25
"ZCTA5 32437",47176,620,328,44.5,0,441,128,0,25
"ZCTA5 32438",40526,4858,2668,41.7,544,3881,21,0,50
"ZCTA5 32439",71685,14572,7355,39.4,1663,11376,331,77,63
"ZCTA5 32440",52979,8239,4963,38.1,386,5775,1865,20,8
"ZCTA5 32442",46964,3795,1717,40.6,166,3138,217,25,50
"ZCTA5 32443",46274,2850,1338,45.8,82,1753,887,0,43
"ZCTA5 32444",84893,21564,10243,36.9,1610,16669,1495,630,7
"ZCTA5 32445",55032,2415,1753,39.6,398,1097,858,14,38
"ZCTA5 32446",50185,10676,5521,42.7,697,7448,2141,81,73
"ZCTA5 32448",31427,7561,3306,42.6,226,3417,3734,0,0
"ZCTA5 32449",29297,1037,521,33,107,844,0,0,86
"ZCTA5 32455",47547,4239,2161,44.6,116,3858,3,31,136
"ZCTA5 32456",67922,7775,3889,55.9,139,6765,563,35,2
"ZCTA5 32459",99081,20558,10139,46.3,1298,17762,57,526,7
"ZCTA5 32460",48000,5488,3666,44.1,396,3356,1464,135,4
"ZCTA5 32461",154750,2589,1207,58.2,114,2349,0,36,26
"ZCTA5 32462",36827,3417,1534,45.8,93,2126,818,99,170
"ZCTA5 32463",NA,158,71,37.7,1,150,2,0,1
"ZCTA5 32464",54816,3461,1847,46.7,144,3056,16,0,90
"ZCTA5 32465",44781,7846,5081,40.6,451,5408,1703,33,135
"ZCTA5 32466",64424,6167,3238,37.9,182,5420,205,51,44
"ZCTA5 32501",35344,10908,5716,38.7,522,4439,5373,70,11
"ZCTA5 32502",65713,3887,2270,39.5,119,2493,781,14,0
"ZCTA5 32503",64857,33875,15859,33.8,1528,22290,7434,909,51
"ZCTA5 32504",69017,21710,10465,39.3,1343,14539,3256,648,26
"ZCTA5 32505",39672,28055,14420,35.2,2365,11222,12182,578,15
"ZCTA5 32506",57302,36066,18373,38.2,2041,21734,6861,2276,133
"ZCTA5 32507",64269,32766,16499,43.1,1801,23883,4794,772,29
"ZCTA5 32508",61094,5015,3429,20.8,1461,2360,745,161,95
"ZCTA5 32509",NA,428,428,45.4,143,126,172,0,0
"ZCTA5 32511",NA,1145,945,20.4,184,694,137,44,10
"ZCTA5 32512",NA,0,0,NA,0,0,0,0,0
"ZCTA5 32514",64431,43940,20258,34.2,3154,27168,10145,1314,144
"ZCTA5 32526",69533,41522,19411,42.5,1862,28396,6912,1178,160
"ZCTA5 32530",NA,38,20,36.2,0,13,0,0,0
"ZCTA5 32531",79258,7235,3653,45.2,68,6530,311,60,11
"ZCTA5 32533",83099,29975,14565,41.6,1328,22201,3790,947,71
"ZCTA5 32534",56517,15448,7648,40.8,1083,8335,4368,728,37
"ZCTA5 32535",39828,5510,3264,40.5,215,2756,2143,12,61
"ZCTA5 32536",77864,25210,12845,33.5,2732,16137,3993,651,22
"ZCTA5 32539",68183,31392,16400,35.1,2176,23274,3820,769,321
"ZCTA5 32541",89826,18784,9727,42.8,1251,15443,692,353,14
"ZCTA5 32542",66100,3841,2405,22.6,694,2221,437,247,15
"ZCTA5 32544",39068,2315,1116,22.6,383,1761,71,45,6
"ZCTA5 32547",61407,34124,17193,36.6,5583,21279,3747,780,49
"ZCTA5 32548",61037,23575,12058,40.3,2965,15355,2711,1279,35
"ZCTA5 32550",80000,8722,4008,57.5,520,7550,518,35,0
"ZCTA5 32561",118074,9495,4389,50.6,591,8146,159,122,37
"ZCTA5 32563",94175,28511,14173,44.2,1630,24889,606,355,46
"ZCTA5 32564",65750,2350,1169,46.6,192,1965,14,17,25
"ZCTA5 32565",77553,5515,2732,40.6,26,5257,4,66,13
"ZCTA5 32566",98065,42878,21575,38.7,3995,32483,2569,1040,37
"ZCTA5 32567",71205,4837,2490,34.2,297,3963,377,20,5
"ZCTA5 32568",65296,3610,1863,47.6,6,3161,255,0,35
"ZCTA5 32569",70426,12936,6756,36.2,1125,8229,1503,1084,88
"ZCTA5 32570",70335,34755,17977,41.3,1888,27713,1928,760,170
"ZCTA5 32571",84287,39756,20001,36,1893,31328,2309,1118,74
"ZCTA5 32577",68269,4313,2214,42.4,451,3303,231,14,43
"ZCTA5 32578",101422,34022,16668,41.3,2242,27281,1197,1491,90
"ZCTA5 32579",92344,10596,5205,46,1418,7746,612,301,21
"ZCTA5 32580",79643,4038,1984,30.5,270,2724,578,116,6
"ZCTA5 32583",82416,30534,17413,40.7,1657,23795,3498,336,92
"ZCTA5 32601",29059,22544,10256,22.8,2744,14366,3038,1554,34
"ZCTA5 32603",12894,6855,3547,20.5,991,4624,341,697,7
"ZCTA5 32605",80939,26313,12764,38.7,2725,18594,2449,917,33
"ZCTA5 32606",77733,23317,11078,41.6,2114,15156,2763,1863,46
"ZCTA5 32607",48656,30306,14971,27.1,4602,17329,5820,1494,59
"ZCTA5 32608",57249,53301,26675,29.8,7361,29938,7037,6794,109
"ZCTA5 32609",45301,18983,9722,35.9,1473,9473,6794,362,114
"ZCTA5 32610",NA,25,13,40.2,0,20,5,0,0
"ZCTA5 32612",NA,8795,3535,19.2,1514,5297,876,779,0
"ZCTA5 32615",71984,15295,6601,40.2,1585,10030,3106,226,7
"ZCTA5 32616",NA,123,50,44.6,0,3,120,0,0
"ZCTA5 32617",45931,4525,2166,50,490,3385,257,0,0
"ZCTA5 32618",57674,8111,3577,44.2,359,5450,1563,62,42
"ZCTA5 32619",56019,5004,2605,44.3,401,4406,9,6,0
"ZCTA5 32621",49980,5332,2631,43.9,720,3779,505,121,27
"ZCTA5 32622",66563,1712,842,42.5,20,1421,174,9,0
"ZCTA5 32625",66938,1628,835,55,22,1488,86,0,0
"ZCTA5 32626",45311,8552,3823,47.7,547,6657,961,92,0
"ZCTA5 32628",39835,5235,3482,41,298,3484,1106,51,15
"ZCTA5 32631",38836,370,201,49.5,0,370,0,0,0
"ZCTA5 32634",NA,19,19,NA,0,19,0,0,0
"ZCTA5 32639",39727,261,120,39.8,109,152,0,0,0
"ZCTA5 32640",54162,10360,5047,50.3,412,7107,2411,107,25
"ZCTA5 32641",37083,16898,7872,34.9,592,4060,11845,61,44
"ZCTA5 32643",67923,11590,5803,39.1,904,9107,1314,76,10
"ZCTA5 32648",61346,316,115,38.3,7,309,0,0,0
"ZCTA5 32653",86508,15524,7557,43.7,1495,9592,3095,836,0
"ZCTA5 32656",63707,14702,7483,40.1,668,12389,554,74,2
"ZCTA5 32658",78796,354,194,33.8,11,70,266,1,0
"ZCTA5 32664",57279,285,116,60.1,0,285,0,0,0
"ZCTA5 32666",63395,6313,3317,57.5,152,5365,534,75,0
"ZCTA5 32667",72179,4334,2395,51,54,3034,982,37,13
"ZCTA5 32668",51843,5115,2475,51.1,506,4380,64,0,19
"ZCTA5 32669",97639,16100,8015,38.7,1872,10429,2171,833,0
"ZCTA5 32680",45182,10622,5487,48.9,353,9639,260,0,60
"ZCTA5 32681",51061,288,205,62.5,0,235,0,0,0
"ZCTA5 32683",60984,310,186,25,11,240,47,0,0
"ZCTA5 32686",55641,5273,2707,39.4,362,3172,1455,33,29
"ZCTA5 32692",NA,88,25,78.2,0,88,0,0,0
"ZCTA5 32693",58095,11426,5830,43.8,694,9542,641,50,53
"ZCTA5 32694",50854,1992,1009,54,177,1533,215,16,12
"ZCTA5 32696",54688,13915,7015,43.9,1857,9690,1794,125,73
"ZCTA5 32697",82083,185,87,25.3,35,117,10,0,0
"ZCTA5 32701",61404,24551,11312,38.6,6950,11389,4604,721,13
"ZCTA5 32702",47179,2490,1196,58.8,116,2276,87,0,2
"ZCTA5 32703",63693,57046,27819,37.8,16494,20815,16876,1590,84
"ZCTA5 32707",64381,38868,18875,38.9,11530,21727,3364,1333,80
"ZCTA5 32708",84952,47437,23633,42.8,10827,29928,3274,2223,137
"ZCTA5 32709",92550,1545,799,44.3,87,1366,79,0,0
"ZCTA5 32712",97718,49738,23750,41.7,13684,25000,6533,1992,61
"ZCTA5 32713",83468,22430,11215,46,3533,16386,1353,892,15
"ZCTA5 32714",62581,38306,17935,36.5,11371,16846,7174,853,154
"ZCTA5 32720",67102,33876,16065,42.1,6079,22713,3911,273,47
"ZCTA5 32723",NA,0,0,NA,0,0,0,0,0
"ZCTA5 32724",69060,42326,19785,42,8477,28857,2853,552,12
"ZCTA5 32725",67131,50825,26122,39.5,20116,23158,5513,1371,148
"ZCTA5 32726",57583,23661,11427,38.5,4063,13621,5048,441,23
"ZCTA5 32730",45169,6410,3911,40.7,1305,3875,893,271,0
"ZCTA5 32732",109625,5104,2717,44.8,218,4668,50,17,33
"ZCTA5 32735",69316,5190,2616,48.7,195,4297,213,186,0
"ZCTA5 32736",84043,11925,5858,45.4,875,9840,624,55,25
"ZCTA5 32738",72044,47917,23714,36.5,17236,23235,6287,499,88
"ZCTA5 32744",91556,3544,1787,42,132,3273,106,0,0
"ZCTA5 32746",103941,45331,20818,43.8,7208,29207,3483,4209,87
"ZCTA5 32750",81799,25176,11896,41.6,5682,15976,1710,780,32
"ZCTA5 32751",88599,22815,11167,40.2,3131,14861,3349,731,32
"ZCTA5 32754",64855,11399,5788,53,200,10446,604,32,0
"ZCTA5 32757",70044,31758,15320,47.1,4883,21338,3652,105,232
"ZCTA5 32759",59250,2683,1394,55.4,11,2275,284,11,58
"ZCTA5 32763",61447,24852,12404,44.3,4282,17604,1902,287,13
"ZCTA5 32764",80675,2642,1342,54.5,146,2379,66,11,0
"ZCTA5 32765",98584,63210,31547,34.8,13832,38649,4922,4296,98
"ZCTA5 32766",134831,16425,8131,40.6,3767,10918,552,869,93
"ZCTA5 32767",64539,3040,1600,49.5,281,2673,2,15,0
"ZCTA5 32768",NA,0,0,NA,0,0,0,0,0
"ZCTA5 32771",70388,59134,28976,38,12806,26130,15141,3715,140
"ZCTA5 32773",61004,32342,16570,36.6,8210,13736,7182,1993,84
"ZCTA5 32775",NA,0,0,NA,0,0,0,0,0
"ZCTA5 32776",96136,11681,6525,42.8,1398,9550,410,151,0
"ZCTA5 32778",57071,24317,11449,53.5,2965,17680,2425,496,69
"ZCTA5 32779",107727,29111,13911,46.3,4807,21463,556,1347,5
"ZCTA5 32780",58940,38552,18235,45.1,3353,27033,5685,641,74
"ZCTA5 32784",67931,10545,5478,45.6,621,9545,264,15,39
"ZCTA5 32789",101113,26741,12596,43.8,3384,19892,1171,1302,42
"ZCTA5 32792",63365,52120,26624,34.4,13476,27827,6283,2455,135
"ZCTA5 32796",59880,20757,9929,50,1148,16730,1843,88,137
"ZCTA5 32798",53782,2437,1224,66.4,268,1976,132,0,0
"ZCTA5 32801",75646,14778,7875,35.8,3653,8556,926,883,14
"ZCTA5 32803",92557,22067,11464,37.7,3802,15175,1058,974,15
"ZCTA5 32804",108662,20542,10525,37.9,2961,15157,1173,696,35
"ZCTA5 32805",38885,17791,8598,43.7,2534,2390,12650,23,33
"ZCTA5 32806",89102,26927,13692,40.4,4348,19464,1464,457,0
"ZCTA5 32807",57039,35479,18551,36.3,22214,8699,3455,1313,73
"ZCTA5 32808",43726,62827,29763,32.1,9065,6362,44401,991,11
"ZCTA5 32809",50220,29207,15684,37.1,17501,7349,2808,783,216
"ZCTA5 32810",60104,37755,17868,34.8,10636,10061,14400,1392,345
"ZCTA5 32811",46772,40191,18739,32.3,10353,6246,20690,1149,94
"ZCTA5 32812",66774,35822,17229,37.3,12345,16948,3755,1750,0
"ZCTA5 32814",123635,9500,4717,34.8,2665,5919,256,382,0
"ZCTA5 32816",NA,13835,6603,19.3,2478,9710,746,882,0
"ZCTA5 32817",76402,36808,18283,30.7,12699,16743,4428,2175,62
"ZCTA5 32818",54178,62566,29606,34.2,9130,6326,43372,2337,755
"ZCTA5 32819",86306,27826,14233,38.7,5971,13980,4087,1962,190
"ZCTA5 32820",105912,10927,6153,37.5,3040,5336,1437,318,0
"ZCTA5 32821",57098,20034,9813,32.5,8097,8684,1315,916,132
"ZCTA5 32822",51555,68321,33477,37.5,45192,12873,7790,1246,184
"ZCTA5 32824",75125,56484,27894,37.1,35860,8076,8904,2606,20
"ZCTA5 32825",78321,63056,31262,34.8,28468,21425,6663,4721,93
"ZCTA5 32826",59358,28428,13765,25.8,9399,14485,2621,1209,81
"ZCTA5 32827",111725,17918,8797,36.4,5993,7837,1940,1108,0
"ZCTA5 32828",95943,69778,34612,36.2,23119,32568,6235,5175,166
"ZCTA5 32829",90174,19353,9779,35.8,11803,4683,1374,1113,27
"ZCTA5 32830",118839,49,25,40.3,2,45,1,0,0
"ZCTA5 32831",NA,2414,2414,36.8,239,1017,1094,0,12
"ZCTA5 32832",110885,31143,16983,36.1,14290,11219,1912,2783,10
"ZCTA5 32833",88200,10995,5286,41.2,2977,5598,1287,578,58
"ZCTA5 32835",66970,49890,24228,34.7,12773,17598,10696,4590,51
"ZCTA5 32836",112822,23708,11545,37.2,5444,11264,1521,3250,28
"ZCTA5 32837",81926,48762,24296,40.8,25266,12184,4057,5066,52
"ZCTA5 32839",51516,49304,24854,33.4,18353,8495,18835,2337,179
"ZCTA5 32899",NA,0,0,NA,0,0,0,0,0
"ZCTA5 32901",47115,27574,13825,43.6,3231,16898,5381,894,19
"ZCTA5 32903",96438,14604,7663,49.1,976,12992,115,154,0
"ZCTA5 32904",85618,36556,18239,40.9,5586,26109,1305,1719,508
"ZCTA5 32905",54145,24971,12704,44,2914,14754,5283,543,27
"ZCTA5 32907",67002,47823,23989,45.1,9245,28205,7096,779,191
"ZCTA5 32908",63043,14172,6297,37.5,2900,7297,3490,90,0
"ZCTA5 32909",71783,36725,18031,39.1,7505,18100,7313,1404,68
"ZCTA5 32920",68642,9961,5200,59,769,8838,89,106,11
"ZCTA5 32922",44898,15198,7405,38.5,2353,7121,4587,137,0
"ZCTA5 32925",76667,1606,906,25.8,466,861,161,52,63
"ZCTA5 32926",63391,22379,10632,51,2098,15688,3429,595,115
"ZCTA5 32927",76843,27570,14264,43.9,1549,22759,1129,288,74
"ZCTA5 32931",83195,13762,7085,58.8,1006,12006,251,173,21
"ZCTA5 32934",99758,18030,8890,54,1146,14966,368,312,29
"ZCTA5 32935",61069,41342,19980,40.9,5118,30450,2560,1082,25
"ZCTA5 32937",90344,27611,13694,46.7,2512,23007,618,483,23
"ZCTA5 32940",100792,47030,22755,47.5,5036,35537,2233,2620,29
"ZCTA5 32948",48657,6032,3587,36,3640,1587,805,0,0
"ZCTA5 32949",108050,2609,1286,57,131,2299,51,29,0
"ZCTA5 32950",105938,4666,2242,53.8,773,3749,135,0,0
"ZCTA5 32951",80411,11516,5669,62,624,10338,51,159,6
"ZCTA5 32952",87148,20666,10226,50.5,1429,17424,342,508,26
"ZCTA5 32953",80537,24924,12463,49.4,2862,19150,1366,796,5
"ZCTA5 32955",82969,39745,19264,46,4133,28590,4667,695,94
"ZCTA5 32958",64698,28729,14104,59,2249,24366,599,430,29
"ZCTA5 32959",NA,0,0,NA,0,0,0,0,0
"ZCTA5 32960",49634,23961,11977,44.7,3637,16873,1950,837,55
"ZCTA5 32962",60649,26904,13816,47.2,3874,18427,3216,291,369
"ZCTA5 32963",143438,15117,7112,68.9,381,14039,120,301,0
"ZCTA5 32966",65923,19419,9056,62.3,1915,16170,578,184,17
"ZCTA5 32967",66438,25116,11141,53.1,3873,14533,4910,248,275
"ZCTA5 32968",90058,15456,7367,48.2,1671,12299,716,184,0
"ZCTA5 32970",53929,252,218,56,0,0,252,0,0
"ZCTA5 32976",46760,9310,4415,67.1,343,8707,35,79,8
"ZCTA5 33001",59545,340,183,65.9,45,264,0,0,0
"ZCTA5 33004",45836,16449,8092,43.1,4661,7302,4356,271,48
"ZCTA5 33009",44949,43893,20627,46.1,17202,16825,8102,728,59
"ZCTA5 33010",41053,42081,20689,47.6,39743,1190,1222,119,9
"ZCTA5 33012",41921,71088,34633,47.7,68450,2271,675,137,14
"ZCTA5 33013",54842,29830,15122,47.5,28492,1152,321,83,23
"ZCTA5 33014",69586,40739,19860,40.9,37597,2018,1093,473,0
"ZCTA5 33015",69169,68517,32760,40.5,57902,4213,5264,492,58
"ZCTA5 33016",53180,45620,21725,43.8,43327,1583,783,333,0
"ZCTA5 33018",83468,55241,27128,41.7,51835,2173,404,812,16
"ZCTA5 33019",90748,13503,6773,54.3,3979,8692,317,52,32
"ZCTA5 33020",50339,44914,23957,39.5,17655,12808,11838,957,22
