"zcta","median_income","total_population","total_male_population","median_age","hispanic","white","black","asian","indigenous"
"ZCTA5 30646",60545,8173,3800,41.9,909,5791,1384,4,24
"ZCTA5 30648",68911,3131,1665,43.3,37,2503,555,0,0
"ZCTA5 30650",80276,13525,6487,40.5,452,9407,3588,0,0
"ZCTA5 30655",65622,28081,13085,35.4,870,18062,8064,190,0
"ZCTA5 30656",86976,17812,9038,41.6,937,13542,2983,64,12
"ZCTA5 30660",85417,1117,630,33,143,638,320,0,0
"ZCTA5 30662",54070,8325,4309,41.8,483,6534,846,342,4
"ZCTA5 30663",63000,3200,1755,45,92,2287,599,26,0
"ZCTA5 30664",NA,6,5,NA,0,6,0,0,0
"ZCTA5 30665",20577,187,73,48.3,0,8,179,0,0
"ZCTA5 30666",81150,10133,4974,36.4,886,7825,1102,109,29
"ZCTA5 30667",47941,780,362,56.3,0,702,46,0,0
"ZCTA5 30668",53417,2543,1460,40.4,37,1396,1045,0,0
"ZCTA5 30669",51818,3076,1602,39.7,152,1297,1426,112,0
"ZCTA5 30673",51186,6089,2978,52.4,364,3191,2355,0,16
"ZCTA5 30677",101224,20833,10718,41.1,1143,16868,1164,894,121
"ZCTA5 30678",49224,1260,621,46,9,593,639,1,0
"ZCTA5 30680",74081,46599,23229,37.4,5323,31042,6361,2249,125
"ZCTA5 30683",71351,8152,3840,43.1,900,4859,2188,21,0
"ZCTA5 30701",58209,42396,21476,36.8,8682,30419,1643,594,1231
"ZCTA5 30705",61990,33581,16607,38.8,6179,26031,187,240,294
"ZCTA5 30707",63250,17228,8348,40,81,16169,521,105,0
"ZCTA5 30708",55521,342,191,49.1,0,342,0,0,0
"ZCTA5 30710",68227,7265,3702,40.7,678,6218,192,64,11
"ZCTA5 30711",62237,3571,1856,35.3,190,3249,0,51,6
"ZCTA5 30720",64034,26530,12714,37.5,9585,14417,862,1041,890
"ZCTA5 30721",51775,53067,27362,35.3,25052,25277,1880,380,953
"ZCTA5 30724",NA,49,33,32.6,0,16,0,33,0
"ZCTA5 30725",68056,4952,2661,41.7,220,4469,218,0,0
"ZCTA5 30726",NA,0,0,NA,0,0,0,0,0
"ZCTA5 30728",46702,18735,9180,40.7,711,16358,703,166,39
"ZCTA5 30730",46603,1800,942,45.3,7,1592,87,5,0
"ZCTA5 30731",45909,2421,1233,41.6,23,2383,3,0,1
"ZCTA5 30733",51893,2375,1112,45.6,145,2120,4,47,32
"ZCTA5 30734",52917,2971,1441,43.7,12,2828,9,0,49
"ZCTA5 30735",56791,6645,3233,41.2,907,5374,243,78,0
"ZCTA5 30736",81445,43636,22047,41.5,897,39474,1061,599,40
"ZCTA5 30738",53228,3423,1528,44.6,44,3310,31,0,0
"ZCTA5 30739",70302,7531,3890,39.9,80,7079,158,0,39
"ZCTA5 30740",76088,7951,3794,42.9,919,6403,124,67,0
"ZCTA5 30741",47850,28380,13446,44.6,1251,24879,1066,109,71
"ZCTA5 30742",44294,7675,3409,40.8,121,6431,397,422,4
"ZCTA5 30746",80769,1320,584,54.8,0,1320,0,0,0
"ZCTA5 30747",42820,14578,7018,43.5,360,12710,1089,10,18
"ZCTA5 30750",99150,4515,2160,28.4,155,3989,94,35,14
"ZCTA5 30751",NA,101,74,8.4,0,101,0,0,0
"ZCTA5 30752",55083,9071,4610,44.6,312,8280,39,101,2
"ZCTA5 30753",47017,8343,4953,36.2,1110,5890,1207,0,141
"ZCTA5 30755",69993,11199,5720,32.9,1816,8937,166,6,169
"ZCTA5 30756",14306,22,2,46.5,0,22,0,0,0
"ZCTA5 30757",64561,1716,877,56.7,0,1580,78,16,0
"ZCTA5 30802",82853,6652,3666,47.3,141,4950,1188,60,0
"ZCTA5 30803",54630,1030,517,38.8,0,874,80,0,6
"ZCTA5 30805",49167,2856,1305,36.5,137,2211,370,5,17
"ZCTA5 30807",62895,243,113,38.6,0,13,230,0,0
"ZCTA5 30808",49964,4072,2104,36.3,68,2775,1085,0,0
"ZCTA5 30809",125020,52186,26607,40.4,4311,37117,6026,2604,41
"ZCTA5 30810",66484,2077,876,43.4,37,1740,275,0,0
"ZCTA5 30812",NA,362,233,79,2,216,144,0,0
"ZCTA5 30813",81133,48866,23535,32.9,4741,25605,12967,1010,324
"ZCTA5 30814",72977,10237,4866,36.3,154,7383,2228,99,0
"ZCTA5 30815",62081,42958,20632,36,1676,11938,26396,570,14
"ZCTA5 30816",33992,1978,934,54.3,98,1031,808,0,0
"ZCTA5 30817",48684,7670,3744,46.6,171,5107,2221,6,0
"ZCTA5 30818",NA,469,255,30.9,0,300,169,0,0
"ZCTA5 30820",42250,845,489,47.2,0,683,156,0,0
"ZCTA5 30821",41284,1014,397,54.6,0,357,657,0,0
"ZCTA5 30822",NA,0,0,NA,0,0,0,0,0
"ZCTA5 30823",55170,1539,750,41.5,86,1138,297,7,0
"ZCTA5 30824",55540,17446,8271,38.9,685,8524,7853,34,0
"ZCTA5 30828",46324,3700,1732,43.1,0,1486,2116,24,0
"ZCTA5 30830",52202,14388,6956,35.2,492,5698,7560,122,0
"ZCTA5 30833",42361,3783,1608,39.4,90,1584,1936,59,0
"ZCTA5 30901",22282,16320,7896,37.9,258,2347,12879,160,8
"ZCTA5 30904",41189,25377,12822,35.1,1602,10465,12105,469,64
"ZCTA5 30905",69511,7853,5293,22.2,1805,3428,1827,407,48
"ZCTA5 30906",44271,62166,28463,34.1,2072,17413,40703,362,60
"ZCTA5 30907",77831,47624,23130,39.8,2551,33233,6290,3378,30
"ZCTA5 30909",64647,43729,20322,36.2,3121,17111,19515,1385,21
"ZCTA5 30912",NA,0,0,NA,0,0,0,0,0
"ZCTA5 31001",39258,4299,3041,39.7,169,2133,1908,0,0
"ZCTA5 31002",57781,2872,1658,42.9,22,2618,181,3,0
"ZCTA5 31003",37083,113,43,71.2,0,113,0,0,0
"ZCTA5 31004",NA,0,0,NA,0,0,0,0,0
"ZCTA5 31005",99722,21558,11192,34.7,1762,13336,4328,532,1
"ZCTA5 31006",42886,4434,2110,43.7,36,1866,2378,30,0
"ZCTA5 31007",48603,869,378,51.8,129,403,308,0,0
"ZCTA5 31008",79957,21083,10552,42.1,1274,13277,5815,86,2
"ZCTA5 31009",47453,1504,748,33.7,100,1239,102,5,0
"ZCTA5 31011",68625,655,344,41.3,6,410,239,0,0
"ZCTA5 31012",65313,2210,1740,41,112,1087,980,0,9
"ZCTA5 31014",55207,13086,6183,36.7,425,8278,4156,116,0
"ZCTA5 31015",45578,19049,9461,39.9,711,8952,8987,45,4
"ZCTA5 31016",52500,2026,962,51,15,859,1130,0,0
"ZCTA5 31017",60017,1489,848,59.9,15,1278,195,0,0
"ZCTA5 31018",40644,2817,2002,39.2,171,909,1666,0,29
"ZCTA5 31019",53571,2935,1289,39.3,0,2136,550,0,121
"ZCTA5 31020",37298,1680,909,49.5,0,987,646,0,0
"ZCTA5 31021",46258,27169,12641,41.3,193,13456,12884,407,0
"ZCTA5 31022",48889,1897,970,38.8,0,1607,275,0,0
"ZCTA5 31023",45084,14404,7011,41.4,671,9993,3381,4,49
"ZCTA5 31024",60102,21165,10283,47.8,1380,13755,5435,62,0
"ZCTA5 31025",135000,1281,693,43.7,11,746,433,0,0
"ZCTA5 31027",46020,11115,5436,35.6,774,6214,3943,51,0
"ZCTA5 31028",72265,6496,3235,37.4,133,3079,2847,335,0
"ZCTA5 31029",70177,17227,8685,41.5,487,12491,3822,220,42
"ZCTA5 31030",54322,17936,8923,34.9,1975,6461,9099,26,268
"ZCTA5 31031",47500,6749,3464,34.1,202,4846,1571,0,0
"ZCTA5 31032",69741,14626,7380,39.8,359,10930,2835,67,0
"ZCTA5 31033",73750,2491,1181,47.9,62,1870,559,0,0
"ZCTA5 31034",NA,100,87,18.9,0,0,100,0,0
"ZCTA5 31035",46875,1070,593,46.8,50,658,337,22,0
"ZCTA5 31036",43665,10601,4557,44.2,406,5633,4031,124,0
"ZCTA5 31037",51625,3531,2308,40.2,278,1736,1464,4,4
"ZCTA5 31038",66406,851,394,66.3,0,620,190,0,0
"ZCTA5 31039",NA,0,0,NA,0,0,0,0,0
"ZCTA5 31041",24539,841,309,38.5,0,290,547,0,0
"ZCTA5 31042",33806,1391,594,47.2,5,418,935,0,0
"ZCTA5 31044",33558,2674,1247,47.2,2,861,1727,56,0
"ZCTA5 31045",NA,34,23,NA,0,11,23,0,0
"ZCTA5 31046",84792,3750,1878,38.3,137,2530,1020,0,0
"ZCTA5 31047",112738,18342,9353,38,1580,11327,3848,877,7
"ZCTA5 31049",55952,1640,924,44.3,63,1473,48,0,0
"ZCTA5 31050",46789,1003,563,60.4,0,905,85,0,0
"ZCTA5 31051",24643,115,30,20.8,12,42,42,0,0
"ZCTA5 31052",76509,8961,4406,44.7,268,6115,2124,211,0
"ZCTA5 31054",67692,1307,597,37.9,83,554,542,0,0
"ZCTA5 31055",38083,6535,3976,37.5,1880,2717,1882,8,11
"ZCTA5 31057",23935,1529,722,53.7,96,667,706,0,11
"ZCTA5 31058",34773,1834,700,40.1,0,1671,43,0,27
"ZCTA5 31060",45000,1722,933,45.4,41,1088,591,9,23
"ZCTA5 31061",54391,41462,20889,36.2,1086,21154,17680,695,50
"ZCTA5 31062",NA,45,36,20.4,18,0,19,0,0
"ZCTA5 31063",48184,4484,2255,40.2,262,1283,2762,95,0
"ZCTA5 31064",53006,9662,4529,41,393,6945,2070,0,0
"ZCTA5 31065",59830,1357,627,49.2,84,963,299,0,0
"ZCTA5 31066",78537,1224,719,50.3,0,466,758,0,0
"ZCTA5 31067",72500,275,139,61.1,15,170,71,0,0
"ZCTA5 31068",23946,4754,3003,36.9,138,1419,3074,0,0
"ZCTA5 31069",66485,22168,10360,39.3,1024,14009,5721,833,160
"ZCTA5 31070",80625,868,466,48.4,26,445,390,0,0
"ZCTA5 31071",39875,1221,591,44.8,26,676,518,0,0
"ZCTA5 31072",61713,1204,611,44.1,19,1077,90,0,0
"ZCTA5 31075",43455,2723,1387,44,0,2285,418,13,0
"ZCTA5 31076",40560,2735,1446,42.9,0,1996,680,40,0
"ZCTA5 31077",35078,947,581,42.3,27,436,484,0,0
"ZCTA5 31078",25682,2994,1355,46.1,4,1477,1475,0,0
"ZCTA5 31079",49000,2719,1416,45.3,202,1885,576,0,0
"ZCTA5 31081",45625,39,20,75.2,0,39,0,0,0
"ZCTA5 31082",47449,10333,4767,40.2,280,4675,4812,116,66
"ZCTA5 31083",46250,264,173,32.5,0,236,28,0,0
"ZCTA5 31084",NA,0,0,NA,0,0,0,0,0
"ZCTA5 31085",42639,1267,632,50.6,107,722,414,0,0
"ZCTA5 31087",29970,8744,4608,47.8,61,2263,6227,75,14
"ZCTA5 31088",80716,58298,27763,34,3505,31086,18929,2404,349
"ZCTA5 31089",40217,4020,1961,40.3,0,1434,2428,7,0
"ZCTA5 31090",65221,1201,598,58.1,45,745,406,1,1
"ZCTA5 31091",72321,4414,2885,44.9,353,2028,1797,0,36
"ZCTA5 31092",52665,4977,2594,41.4,341,1871,2745,0,3
"ZCTA5 31093",45619,25566,12186,37,2432,9971,11624,330,141
"ZCTA5 31094",38672,961,452,39.8,44,479,419,0,0
"ZCTA5 31096",43578,7382,4620,40.9,209,3823,3079,19,0
"ZCTA5 31097",63808,1272,675,53.3,0,1142,109,0,0
"ZCTA5 31098",84444,3261,1790,26.5,152,1357,1558,79,12
"ZCTA5 31201",21642,7492,4071,32.8,224,2629,4333,138,5
"ZCTA5 31204",40228,32285,15340,34.8,609,9306,20342,595,46
"ZCTA5 31206",28915,25919,11942,32.3,1650,3157,20522,0,47
"ZCTA5 31207",NA,1645,740,20.2,123,815,462,169,0
"ZCTA5 31210",76214,33333,15142,37.3,1397,17867,10678,1752,7
"ZCTA5 31211",47560,14530,6860,40.6,225,4776,9164,13,0
"ZCTA5 31213",NA,0,0,NA,0,0,0,0,0
"ZCTA5 31216",67073,17190,8682,43.3,1123,9623,5538,305,105
"ZCTA5 31217",41145,16937,7690,40.7,240,6664,9181,98,22
"ZCTA5 31220",86141,16335,7583,41,352,7810,7310,311,0
"ZCTA5 31301",46618,4196,2140,35.1,355,1445,2033,85,30
"ZCTA5 31302",62773,8420,4572,48.1,232,7193,519,75,1
"ZCTA5 31303",NA,2009,1073,59.7,0,1640,339,0,0
"ZCTA5 31305",42799,5085,2430,53.1,261,2901,1793,0,1
"ZCTA5 31307",97857,1566,575,32.3,56,1404,17,0,0
"ZCTA5 31308",62500,8550,4384,39.9,316,6469,1308,104,0
"ZCTA5 31309",49844,640,332,51.3,8,511,121,0,0
"ZCTA5 31312",92114,24235,11469,34.9,1711,18452,2240,119,66
"ZCTA5 31313",55579,42281,21787,29.4,5303,13377,19587,1015,113
"ZCTA5 31314",NA,1855,1483,21.9,330,870,591,12,24
"ZCTA5 31315",48538,7835,3850,21.4,1975,3563,1354,178,214
"ZCTA5 31316",59841,12726,6205,34.7,1174,7837,2676,34,8
"ZCTA5 31318",58125,451,169,32.4,162,235,0,0,0
"ZCTA5 31320",65306,9775,4970,36,527,5561,3169,36,4
"ZCTA5 31321",68689,7669,3780,37,62,5973,1242,45,42
"ZCTA5 31322",90019,27465,13952,39.5,1722,14679,8533,476,74
"ZCTA5 31323",44167,1478,732,48.7,66,260,1144,0,0
"ZCTA5 31324",104411,34004,16934,34.4,3295,23753,3900,963,25
"ZCTA5 31326",76960,23050,11945,35.7,1490,16633,3786,315,0
"ZCTA5 31327",NA,26,26,NA,0,0,26,0,0
"ZCTA5 31328",99729,3369,1584,61,0,3147,110,0,0
"ZCTA5 31329",62051,9295,4477,34.7,84,6594,2451,9,20
"ZCTA5 31331",54543,5974,3020,51.7,29,3991,1718,157,3
"ZCTA5 31333",NA,154,65,56.9,0,85,69,0,0
"ZCTA5 31401",49881,20421,9272,28,1001,11091,7138,627,83
"ZCTA5 31404",45872,32516,14820,35.6,728,10161,20592,282,4
"ZCTA5 31405",54197,37751,18902,37,2198,15016,18099,873,97
"ZCTA5 31406",62698,34090,15080,37,2102,16623,12947,1566,81
"ZCTA5 31407",77270,21314,10465,32.2,2427,8315,9963,467,0
"ZCTA5 31408",46635,11465,6893,35.8,2059,3291,5692,214,8
"ZCTA5 31409",NA,630,577,21.5,45,310,245,11,11
"ZCTA5 31410",89316,23676,10880,42.9,742,20399,526,715,42
"ZCTA5 31411",119670,9387,4485,66.3,168,8095,196,186,0
"ZCTA5 31415",35753,12126,5568,33.3,384,532,11142,0,0
"ZCTA5 31419",66078,58073,28133,35.7,6363,23956,23398,3126,267
"ZCTA5 31421",NA,22,11,NA,0,22,0,0,0
"ZCTA5 31501",38633,13703,6182,38.2,267,6739,6395,17,79
"ZCTA5 31503",50559,22394,11674,38.2,1640,15582,4449,408,72
"ZCTA5 31510",44438,9113,4756,38.8,942,6289,1604,70,28
"ZCTA5 31512",72500,2212,1276,37.3,225,1794,170,0,0
"ZCTA5 31513",42244,15910,7872,39.5,1676,10713,3083,105,99
"ZCTA5 31516",56825,15495,7588,40,790,13293,1249,0,27
"ZCTA5 31518",48807,810,379,40.7,89,661,29,0,0
"ZCTA5 31519",45938,3460,1771,41.3,209,2618,620,13,0
"ZCTA5 31520",35181,22264,10342,37.8,1992,7664,11115,452,72
"ZCTA5 31522",99738,17453,8151,58.4,431,16237,263,87,123
"ZCTA5 31523",86178,14193,7489,44.3,870,10338,2294,270,0
"ZCTA5 31524",NA,0,0,NA,0,0,0,0,0
"ZCTA5 31525",64856,29500,13092,36.7,2429,18172,7230,205,67
"ZCTA5 31527",72689,946,296,59.7,60,864,0,0,22
"ZCTA5 31532",31053,595,242,47.5,140,417,34,0,27
"ZCTA5 31533",45223,17049,8210,33.3,2127,8575,5979,221,29
"ZCTA5 31535",49379,12332,6237,36,2342,6565,3019,96,41
"ZCTA5 31537",46159,10155,5919,39.4,449,5646,3498,99,65
"ZCTA5 31539",41219,14291,7208,39.6,1883,9882,2283,38,9
"ZCTA5 31542",46496,2906,1516,28.8,11,2860,35,0,0
"ZCTA5 31543",36648,4483,2131,43.4,130,3962,350,0,0
"ZCTA5 31544",58158,423,220,46.8,7,312,103,0,0
"ZCTA5 31545",41670,15125,6941,38,1057,10209,3267,277,42
"ZCTA5 31546",65035,8629,4594,40.3,755,5760,1976,12,16
"ZCTA5 31547",NA,1524,1522,21.3,28,1383,120,0,0
"ZCTA5 31548",71464,23541,12058,34.3,1913,15086,5070,550,37
"ZCTA5 31549",33906,1643,712,46.8,143,619,877,0,0
"ZCTA5 31550",68472,816,517,54.1,40,776,0,0,0
"ZCTA5 31551",43676,982,416,44.1,0,889,0,0,0
"ZCTA5 31552",44224,991,600,45.3,0,913,16,18,10
"ZCTA5 31553",43348,4726,2381,39.3,14,4273,185,98,0
"ZCTA5 31554",50400,7698,4345,34.3,259,4855,2410,0,26
"ZCTA5 31555",53438,3292,1841,45.3,52,2424,609,0,19
"ZCTA5 31556",NA,70,28,35.4,0,70,0,0,0
"ZCTA5 31557",46681,3698,2153,41.3,215,2757,651,0,0
"ZCTA5 31558",68360,22179,11136,32.9,1923,15766,2998,424,21
"ZCTA5 31560",44906,2653,1398,34.7,13,2399,183,4,0
"ZCTA5 31561",87125,210,91,69.4,0,210,0,0,0
"ZCTA5 31562",42292,2481,1434,38.6,305,2028,103,0,10
"ZCTA5 31563",52083,1423,823,41.9,82,1068,238,0,6
"ZCTA5 31564",NA,0,0,NA,0,0,0,0,0
"ZCTA5 31565",56563,2230,1271,46.3,192,1609,388,4,0
"ZCTA5 31566",33785,3957,2005,38.4,5,3648,154,28,0
"ZCTA5 31567",NA,1164,498,48.2,0,1164,0,0,0
"ZCTA5 31568",51759,421,227,57.1,0,353,46,22,0
"ZCTA5 31569",63810,5110,2511,41.8,61,3653,1237,25,0
"ZCTA5 31599",NA,0,0,NA,0,0,0,0,0
"ZCTA5 31601",32903,31587,15186,30.8,2187,9749,18909,320,329
"ZCTA5 31602",50502,36019,17694,29.7,2312,17107,14456,849,17
"ZCTA5 31605",69437,23883,11684,30.6,1691,14059,6421,1001,171
"ZCTA5 31606",47585,3652,1746,39.4,195,3022,301,4,30
"ZCTA5 31620",48177,11334,5443,37.1,382,7585,2759,42,0
"ZCTA5 31622",47500,1805,833,45.3,10,1582,211,0,0
"ZCTA5 31623",28917,488,431,30.8,306,31,73,0,153
"ZCTA5 31624",42273,1612,796,37.6,509,1094,9,0,0
"ZCTA5 31625",79103,895,490,40.8,0,642,46,90,0
"ZCTA5 31626",54464,3179,1529,48.3,107,2002,993,0,0
"ZCTA5 31627",39000,263,138,42.8,41,92,130,0,0
"ZCTA5 31629",59545,1172,534,42.4,24,553,411,0,0
"ZCTA5 31630",35243,442,184,42.6,12,296,134,0,0
"ZCTA5 31631",68428,544,287,39.8,0,446,44,0,20
"ZCTA5 31632",80613,14707,7148,35,1020,11724,1578,14,6
"ZCTA5 31634",47778,5329,2443,38.1,66,3604,1527,11,0
"ZCTA5 31635",40704,7278,3846,34.9,617,4504,1985,0,0
"ZCTA5 31636",60280,10296,4673,37.1,1289,6890,1441,73,75
"ZCTA5 31637",59097,3003,1540,35.4,128,2530,314,0,28
"ZCTA5 31638",28421,1136,563,49.5,48,559,520,6,0
"ZCTA5 31639",50833,10266,5060,40,462,7928,1308,194,0
"ZCTA5 31641",37875,1727,767,52.4,75,1297,346,0,9
"ZCTA5 31642",39028,4432,2156,31.3,1199,2179,788,0,0
"ZCTA5 31643",40250,9808,4658,41.5,724,4647,4384,9,6
"ZCTA5 31645",61806,4765,2169,31.1,234,3694,618,29,0
"ZCTA5 31647",42938,3270,1572,36,652,1214,1367,0,102
"ZCTA5 31648",39333,808,355,38,126,537,84,59,2
"ZCTA5 31649",NA,880,364,40.6,44,613,79,132,12
"ZCTA5 31650",43804,3369,1753,43.4,774,1977,618,0,0
"ZCTA5 31698",NA,821,238,18.9,0,451,343,0,1
"ZCTA5 31699",NA,685,604,21.5,96,463,92,22,5
"ZCTA5 31701",32611,16667,7740,40.4,358,3391,12609,86,49
"ZCTA5 31704",NA,159,129,21.3,17,96,43,0,0
"ZCTA5 31705",36805,30130,14840,32.9,1937,6706,20507,62,77
"ZCTA5 31707",47286,25119,10815,35,672,7402,15931,460,17
"ZCTA5 31709",37915,16442,7377,29.9,960,6379,8290,352,35
"ZCTA5 31711",37917,822,352,42.6,8,575,234,2,0
"ZCTA5 31712",78016,1320,828,49.8,101,1028,69,80,0
"ZCTA5 31714",38815,6267,2920,41.2,192,2803,3173,0,0
"ZCTA5 31716",54300,2810,1298,48.6,188,1256,1163,4,0
"ZCTA5 31719",40600,7941,3953,39.9,523,2654,4572,23,9
"ZCTA5 31720",28056,347,189,51,0,131,216,0,0
"ZCTA5 31721",76243,19453,8893,44.4,209,7914,10805,246,17
"ZCTA5 31722",51518,724,376,39.3,173,383,136,3,0
"ZCTA5 31727",NA,0,0,NA,0,0,0,0,0
"ZCTA5 31730",48527,8351,4103,42.3,402,2750,4660,11,227
"ZCTA5 31733",48750,1339,643,42.9,46,881,221,0,0
"ZCTA5 31735",38889,544,312,63.1,0,497,47,0,0
"ZCTA5 31738",62880,2808,1502,37.7,213,2086,447,0,23
"ZCTA5 31743",38286,488,341,22.3,32,23,431,0,0
"ZCTA5 31744",66377,2981,1307,39.5,139,2054,561,193,13
"ZCTA5 31747",50192,232,114,27.3,0,173,27,32,0
"ZCTA5 31749",39274,2513,1361,39.3,316,2075,71,0,0
"ZCTA5 31750",37972,17957,8453,39,1397,9865,6414,63,0
"ZCTA5 31753",NA,54,29,36.9,0,13,41,0,0
"ZCTA5 31756",NA,1460,669,52.3,139,1271,0,30,0
"ZCTA5 31757",74653,11577,5471,38.6,715,8260,2386,202,0
"ZCTA5 31763",81838,28118,14042,35.7,991,18969,6894,763,4
"ZCTA5 31764",81468,1746,891,54,0,770,975,1,0
"ZCTA5 31765",40938,2585,1079,38.6,126,1427,742,0,41
"ZCTA5 31768",44113,21299,10904,37.1,3438,10461,6978,111,373
"ZCTA5 31771",59038,6890,3323,34.8,1299,4348,1096,11,35
"ZCTA5 31772",51467,482,277,57.7,0,381,101,0,0
"ZCTA5 31773",69286,4181,2320,48.3,48,3073,742,24,5
"ZCTA5 31774",45625,6150,3309,38.8,48,3692,2270,20,0
"ZCTA5 31775",54797,3255,1583,38.6,1399,1655,198,4,35
"ZCTA5 31778",61439,2603,1306,47.2,69,1947,374,0,43
"ZCTA5 31779",38571,9576,5283,37.1,497,5015,3915,0,24
"ZCTA5 31780",36613,1887,864,42,264,771,751,0,0
"ZCTA5 31781",35547,2384,1234,30.6,0,1961,158,2,0
"ZCTA5 31783",52885,1564,752,43.4,56,1425,37,0,0
"ZCTA5 31784",34673,874,419,32.1,25,792,46,0,0
"ZCTA5 31787",72313,1231,681,42.7,0,880,351,0,0
"ZCTA5 31788",47875,10598,5495,37.5,3239,5567,1686,56,158
"ZCTA5 31789",45539,1281,668,37.6,66,1050,150,0,5
"ZCTA5 31790",52837,2347,1271,35.3,247,1782,198,0,1
"ZCTA5 31791",58952,11240,5079,40.7,45,6428,4334,89,35
"ZCTA5 31792",46414,23013,10732,38.5,514,11136,10933,131,36
"ZCTA5 31793",73070,9370,4200,37.2,1197,6943,995,96,40
"ZCTA5 31794",46613,27873,13842,36.7,3190,13093,10275,364,48
"ZCTA5 31795",38021,1770,907,43,150,1244,331,0,6
"ZCTA5 31796",50216,1038,589,44.8,0,647,365,0,10
"ZCTA5 31798",42234,1432,703,39.1,0,1093,325,0,14
"ZCTA5 31801",51810,2907,1466,51.7,244,2119,381,108,0
"ZCTA5 31803",44493,4599,2386,41.1,378,2011,2187,0,25
"ZCTA5 31804",97361,6399,3291,44,716,4877,702,0,6
"ZCTA5 31805",43646,1961,874,45.2,0,1133,549,0,0
"ZCTA5 31806",54429,4345,2156,39.3,262,3245,790,0,4
"ZCTA5 31807",99469,2368,1306,42.3,66,1982,284,26,0
"ZCTA5 31808",96970,8573,4146,39.4,377,5898,1178,616,0
"ZCTA5 31810",NA,177,91,50.8,0,68,109,0,0
"ZCTA5 31811",91941,6019,3176,39.8,199,4858,689,25,0
"ZCTA5 31812",48417,576,287,53,18,105,412,0,0
"ZCTA5 31814",NA,0,0,NA,0,0,0,0,0
"ZCTA5 31815",45000,3064,2325,34.9,648,546,1752,107,9
"ZCTA5 31816",48728,5159,2372,41,133,2175,2705,106,0
"ZCTA5 31820",106131,13004,6588,41.5,835,7719,3023,788,13
"ZCTA5 31821",NA,60,45,78.5,0,50,10,0,0
"ZCTA5 31822",59231,5477,2609,44.1,166,3109,2081,4,1
"ZCTA5 31823",69211,562,305,58.2,8,487,31,0,6
"ZCTA5 31824",27192,1233,630,44.4,196,376,658,0,0
"ZCTA5 31825",42077,2670,1527,38,158,804,1557,61,0
"ZCTA5 31826",72593,2098,925,40.1,5,1442,538,13,1
"ZCTA5 31827",46632,1958,858,49.3,3,442,1476,9,1
"ZCTA5 31829",130702,1678,690,39.4,217,916,551,94,0
"ZCTA5 31830",60692,2315,1216,50.6,125,1498,674,0,1
"ZCTA5 31831",67391,3553,1894,44.8,88,2798,493,9,0
"ZCTA5 31832",NA,130,53,53.8,1,114,10,0,0
"ZCTA5 31833",60397,6660,3103,40.5,226,3260,3166,0,0
"ZCTA5 31836",46711,814,393,57.9,15,504,282,0,2
"ZCTA5 31901",39865,5793,2813,39,300,2923,2075,150,2
"ZCTA5 31903",27926,20404,9844,32,2018,1872,15792,198,12
"ZCTA5 31904",62089,34301,16434,37.9,1991,20482,9101,685,48
"ZCTA5 31905",68635,16419,10447,22.6,3517,9149,2134,606,230
"ZCTA5 31906",38647,20227,9719,37.6,1016,5661,13287,213,25
"ZCTA5 31907",53099,62140,30513,35.5,3643,14129,40334,872,85
"ZCTA5 31909",66488,39578,18018,34.2,4552,21417,10159,1548,49
"ZCTA5 32003",117414,29810,14623,47,3066,22842,1830,741,82
"ZCTA5 32008",45118,6338,3396,39.7,826,5229,229,15,5
"ZCTA5 32009",74098,3582,1757,40.1,87,3306,27,11,0
"ZCTA5 32011",70215,15006,7789,41.6,336,13568,743,171,1
"ZCTA5 32013",NA,117,44,40,51,66,0,0,0
"ZCTA5 32024",63013,20155,9769,43,1713,16199,1219,328,29
"ZCTA5 32025",51081,23193,12525,38.6,1585,15620,4730,120,80
"ZCTA5 32026",NA,2269,2269,46.1,206,876,1019,6,19
"ZCTA5 32033",81160,4704,2430,52.5,325,3866,160,60,23
"ZCTA5 32034",95869,40026,19112,54.4,3028,33730,1904,587,7
"ZCTA5 32038",50098,10208,4882,51.2,828,8330,695,82,0
"ZCTA5 32040",66182,8235,4224,35.6,228,7181,257,10,0
"ZCTA5 32043",76405,31705,16271,39.8,2498,24847,2630,491,10
"ZCTA5 32044",42693,2026,1000,35.8,5,1961,16,0,0
"ZCTA5 32046",69153,11042,4996,39.2,238,9876,556,0,86
"ZCTA5 32052",50284,8053,5190,41.4,634,4307,2875,52,39
"ZCTA5 32053",37965,3706,1781,43,799,2008,948,17,116
"ZCTA5 32054",65893,12598,7577,39.5,668,9474,1766,8,27
"ZCTA5 32055",50461,16175,8239,38.7,529,9865,4995,131,13
"ZCTA5 32058",57716,4607,2627,39.4,85,3260,852,93,0
"ZCTA5 32059",48362,2641,1249,49.1,346,2038,211,4,22
"ZCTA5 32060",52463,22505,11568,44.5,1969,17977,1941,192,4
"ZCTA5 32061",NA,59,54,55.5,0,54,0,0,0
"ZCTA5 32062",41200,1783,1043,39.9,458,1257,55,0,0
"ZCTA5 32063",68750,14289,7511,38,494,10930,1799,178,39
"ZCTA5 32064",39931,7641,3675,40.2,659,3617,2660,4,0
"ZCTA5 32065",91770,40035,18661,35.7,4954,21471,8379,2601,0
"ZCTA5 32066",58845,6875,4279,40.8,652,4839,1267,2,20
"ZCTA5 32068",81030,57372,28849,39.4,5794,44779,3717,407,81
