Zip Code,Population,Group Visits,Individual Visits,Visits per 10000
92010,18887,34,97.58,51.66516652
92011,23757,59,169.33,71.27583449
92014,13203,54,154.98,117.3824131
92019,45108,23,66.01,14.63376785
92020,60454,25,71.75,11.86852814
92021,70584,19,54.53,7.725546866
92024,51190,224,642.88,125.5870287
92025,51586,41,117.67,22.81045245
92026,52797,30,86.1,16.30774476
92027,56840,33,94.71,16.66256158
92028,51614,44,126.28,24.46623009
92029,21236,37,106.19,50.00470898
92036,3735,13,37.31,99.89290495
92037,41260,139,398.93,96.68686379
92040,43640,25,71.75,16.44133822
92054,38667,62,177.94,46.01856881
92055,9684,1,2.87,2.963651384
92056,53750,58,166.46,30.96930233
92057,57844,28,80.36,13.89253855
92058,45389,15,43.05,9.484676904
92060,288,2,5.74,199.3055556
92064,48884,80,229.6,46.9683332
92065,37047,53,152.11,41.05865522
92067,9344,15,43.05,46.07234589
92069,49407,24,68.88,13.94134434
92070,1093,1,2.87,26.25800549
92071,60163,55,157.85,26.237056
92075,12051,43,123.41,102.4064393
92078,52347,47,134.89,25.7684299
92081,28745,31,88.97,30.95146982
92082,20860,29,83.23,39.89932886
92083,39219,19,54.53,13.90397511
92084,49941,32,91.84,18.38969985
92101,47505,45,129.15,27.18661194
92102,39783,49,140.63,35.34926979
92103,33311,117,335.79,100.804539
92104,44265,100,287,64.83677849
92105,66579,27,77.49,11.63880503
92106,20214,44,126.28,62.47155437
92107,28684,90,258.3,90.0502022
92108,24266,27,77.49,31.9335696
92109,44671,199,571.13,127.8525218
92110,31048,45,129.15,41.59688225
92111,46686,60,172.2,36.88471919
92113,50457,6,17.22,3.412806945
92114,66248,9,25.83,3.89898563
92115,64251,47,134.89,20.99422577
92116,31523,145,416.15,132.0147194
92117,51505,144,413.28,80.24075332
92118,20629,28,80.36,38.95486936
92119,24298,32,91.84,37.79734958
92120,30768,51,146.37,47.57215289
92121,4658,17,48.79,104.7445255
92122,45646,84,241.08,52.81514262
92123,30937,30,86.1,27.83075282
92124,30530,23,66.01,21.62135604
92126,74788,83,238.21,31.85136653
92127,52274,66,189.42,36.2359873
92128,49083,60,172.2,35.08343011
92129,52415,105,301.35,57.49308404
92130,61595,130,373.1,60.57309847
92131,36394,66,189.42,52.04704072
92139,35771,3,8.61,2.406977719
92154,84027,6,17.22,2.049341283
92173,29703,1,2.87,0.966232367
92203,31366,4,11.48,3.660014028
92210,4757,1,2.87,6.033214211
92211,26403,8,22.96,8.695981517
92220,32947,3,8.61,2.613288008
92223,59924,8,22.96,3.831519925
92227,27492,2,5.74,2.087880111
92230,2650,2,5.74,21.66037736
92234,51509,3,8.61,1.671552544
92240,40920,1,2.87,0.701368524
92251,25851,3,8.61,3.330625508
92252,8463,22,63.14,74.60711332
92253,37422,7,20.09,5.368499813
92256,3517,4,11.48,32.64145579
92260,31641,7,20.09,6.349356847
92262,26593,9,25.83,9.71308239
92264,19254,15,43.05,22.35899034
92268,489,9,25.83,528.2208589
92270,16999,5,14.35,8.44167304
92277,23988,7,20.09,8.375020844
92284,25931,16,45.92,17.70853419
92301,38912,3,8.61,2.212685033
92305,581,2,5.74,98.79518072
92307,41649,20,57.4,13.7818435
92308,42469,11,31.57,7.433657491
92310,8102,4,11.48,14.1693409
92311,34524,4,11.48,3.325223033
92313,13150,7,20.09,15.27756654
92314,10411,15,43.05,41.35049467
92315,5148,10,28.7,55.74980575
92316,31463,2,5.74,1.824365127
92320,10036,9,25.83,25.73734556
92322,1441,1,2.87,19.9167245
92324,58626,2,5.74,0.979087777
92325,9892,11,31.57,31.91467853
92327,484,1,2.87,59.29752066
92328,640,8,22.96,358.75
92333,510,1,2.87,56.2745098
92335,96605,3,8.61,0.891258216
92336,100594,18,51.66,5.135495159
92337,36394,6,17.22,4.731549156
92339,1053,4,11.48,109.0218424
92341,458,4,11.48,250.6550218
92342,6955,3,8.61,12.37958303
92344,23166,11,31.57,13.62773029
92345,86499,20,57.4,6.635914866
92346,57812,17,48.79,8.439424341
92352,7038,7,20.09,28.5450412
92354,22626,33,94.71,41.85892336
92356,6050,7,20.09,33.20661157
92358,834,1,2.87,34.41247002
92359,8900,1,2.87,3.224719101
92371,16345,7,20.09,12.29122056
92372,5594,5,14.35,25.65248481
92374,43587,29,83.23,19.09514305
92376,84548,5,14.35,1.697260728
92377,20734,9,25.83,12.45779878
92378,677,1,2.87,42.3929099
92382,5721,15,43.05,75.24908233
92384,24,2,5.74,2391.666667
92391,2239,1,2.87,12.81822242
92392,62294,9,25.83,4.146466754
92394,41057,5,14.35,3.495140902
92395,47556,8,22.96,4.827992262
92397,5485,23,66.01,120.3463993
92399,55794,39,111.93,20.06129691
92404,64270,5,14.35,2.23276801
92405,32165,3,8.61,2.676822633
92407,67814,22,63.14,9.31076179
92408,13488,1,2.87,2.127817319
92410,51651,5,14.35,2.778261796
92411,27014,6,17.22,6.374472496
92501,22017,20,57.4,26.0707635
92503,90011,34,97.58,10.84089722
92504,54642,14,40.18,7.353317961
92505,50919,16,45.92,9.018244663
92506,45185,37,106.19,23.50116189
92507,63191,35,100.45,15.89625105
92508,35415,21,60.27,17.01821262
92509,78166,6,17.22,2.203003864
92530,59098,5,14.35,2.428170158
92532,27560,1,2.87,1.041364296
92536,3737,6,17.22,46.07974311
92539,4966,1,2.87,5.779299235
92543,39323,9,25.83,6.568674821
92544,50007,17,48.79,9.756634071
92545,44072,5,14.35,3.256035578
92548,7408,2,5.74,7.74838013
92549,4234,21,60.27,142.3476618
92551,34294,3,8.61,2.510643261
92555,43580,17,48.79,11.19550252
92557,54549,6,17.22,3.156794808
92562,64270,51,146.37,22.7742337
92563,73224,22,63.14,8.622855894
92567,9729,3,8.61,8.849830404
92570,59015,7,20.09,3.404219266
92571,59450,3,8.61,1.448275862
92582,21161,4,11.48,5.425074429
92584,55517,18,51.66,9.305257849
92585,24887,5,14.35,5.766062603
92586,22188,7,20.09,9.054443844
92587,17529,5,14.35,8.18643391
92590,4840,5,14.35,29.64876033
92591,42021,28,80.36,19.12377145
92592,79740,52,149.24,18.71582644
92595,34405,24,68.88,20.02034588
92596,31081,13,37.31,12.00411827
92602,29581,24,68.88,23.28521686
92603,20137,35,100.45,49.8832994
92604,27151,31,88.97,32.76859048
92606,23383,10,28.7,12.27387418
92610,12545,21,60.27,48.04304504
92612,31822,38,109.06,34.27188737
92614,28456,31,88.97,31.26581389
92617,25232,20,57.4,22.7488903
92618,57488,39,111.93,19.47015029
92620,64424,41,117.67,18.26493232
92624,7170,4,11.48,16.0111576
92625,12017,8,22.96,19.10626612
92626,50885,53,152.11,29.89289575
92627,61764,90,258.3,41.82047795
92629,25939,40,114.8,44.25768148
92630,66359,72,206.64,31.13970976
92637,17644,4,11.48,6.50646112
92646,56788,91,261.17,45.99035007
92647,60455,45,129.15,21.36299727
92648,46691,66,189.42,40.56884624
92649,34082,50,143.5,42.1043366
92651,24096,79,226.73,94.09445551
92653,30077,28,80.36,26.71809024
92655,8878,2,5.74,6.46542014
92656,53473,56,160.72,30.05629009
92660,36259,64,183.68,50.65776773
92661,3457,7,20.09,58.11397165
92662,2490,3,8.61,34.57831325
92663,20812,37,106.19,51.02344801
92672,41067,64,183.68,44.72690968
92673,29642,41,117.67,39.69705148
92675,35203,39,111.93,31.7955856
92676,1997,13,37.31,186.8302454
92677,64355,73,209.51,32.555357
92678,651,5,14.35,220.4301075
92679,31016,58,166.46,53.66907403
92683,90946,33,94.71,10.41387197
92688,44688,45,129.15,28.90037594
92691,47918,45,129.15,26.9522935
92692,46434,67,192.29,41.41146574
92694,36637,35,100.45,27.41763791
92701,48789,5,14.35,2.941236754
92703,65621,9,25.83,3.936239923
92704,82841,23,66.01,7.968276578
92705,45902,59,169.33,36.88946015
92706,35621,6,17.22,4.834227001
92707,56456,6,17.22,3.050162959
92708,57192,38,109.06,19.06910057
92780,56034,35,100.45,17.92661598
92782,29266,28,80.36,27.45848425
92801,63163,15,43.05,6.815699064
92802,41914,13,37.31,8.901560338
92804,86127,18,51.66,5.998119057
92805,74633,10,28.7,3.845483901
92806,40649,10,28.7,7.060444291
92807,37627,45,129.15,34.32375688
92808,20056,16,45.92,22.8958915
92821,41335,37,106.19,25.69009314
92823,6010,3,8.61,14.32612313
92831,38953,32,91.84,23.57713141
92832,26277,14,40.18,15.29093884
92833,52598,42,120.54,22.91722119
92835,25450,22,63.14,24.80943026
92840,54365,9,25.83,4.751218615
92841,34376,12,34.44,10.01861764
92843,45480,9,25.83,5.679419525
92844,23668,7,20.09,8.488254183
92845,16520,5,14.35,8.686440678
92860,26376,7,20.09,7.616772824
92861,5843,2,5.74,9.823720691
92865,20859,10,28.7,13.75904885
92866,15935,14,40.18,25.21493568
92867,44927,44,126.28,28.10781935
92868,27127,13,37.31,13.7538246
92869,36349,63,180.81,49.74277147
92870,52749,32,91.84,17.4107566
92879,47243,13,37.31,7.897466291
92880,75365,25,71.75,9.520334373
92881,31590,15,43.05,13.62773029
92882,67894,36,103.32,15.21783957
92883,34836,19,54.53,15.65334711
92886,50001,37,106.19,21.23757525
92887,20770,31,88.97,42.8358209
93003,50558,91,261.17,51.65750227
93004,31942,48,137.76,43.12816981
93010,46223,39,111.93,24.21521753
93012,37550,51,146.37,38.98002663
93013,16299,36,103.32,63.39039205
93015,18789,4,11.48,6.109957954
93021,38103,55,157.85,41.42718421
93022,6172,7,20.09,32.55022683
93023,20937,71,203.77,97.32530926
93030,59011,10,28.7,4.863500025
93033,79539,5,14.35,1.804146394
93035,28070,43,123.41,43.96508728
93036,48656,17,48.79,10.02754028
93041,22918,6,17.22,7.513744655
93060,33859,11,31.57,9.323961133
93063,55076,65,186.55,33.87137773
93065,73943,83,238.21,32.21535507
93066,3141,6,17.22,54.82330468
93067,734,3,8.61,117.3024523
93101,30513,98,281.26,92.17710484
93103,20029,40,114.8,57.31689051
93105,26003,121,347.27,133.549975
93108,11243,18,51.66,45.94859023
93109,11041,85,243.95,220.9491894
93110,16317,38,109.06,66.83826684
93111,18468,69,198.03,107.2287199
93117,53430,90,258.3,48.34362718
93203,20777,5,14.35,6.906675651
93205,2081,1,2.87,13.79144642
93210,18581,1,2.87,1.544588558
93215,53626,7,20.09,3.746317085
93221,15024,1,2.87,1.91027689
93222,2192,6,17.22,78.55839416
93225,4775,4,11.48,24.04188482
93226,297,1,2.87,96.63299663
93230,68412,7,20.09,2.936619307
93238,1603,19,54.53,340.1746725
93240,5691,5,14.35,25.21525215
93241,15707,1,2.87,1.827210798
93242,3073,2,5.74,18.67881549
93245,38045,2,5.74,1.50873965
93257,79569,5,14.35,1.803466174
93262,20,1,2.87,1435
93263,22341,1,2.87,1.284633633
93268,18502,1,2.87,1.551183656
93271,1930,8,22.96,118.9637306
93277,53196,25,71.75,13.48785623
93283,1880,2,5.74,30.53191489
93291,63366,14,40.18,6.340939936
93292,43316,2,5.74,1.325145443
93301,14518,14,40.18,27.67598843
93304,50837,12,34.44,6.774593308
93306,74623,45,129.15,17.3069965
93307,88338,12,34.44,3.898661957
93308,56037,16,45.92,8.19458572
93309,61079,35,100.45,16.44591431
93311,52466,25,71.75,13.6755232
93312,58714,73,209.51,35.68314201
93313,58322,8,22.96,3.936764857
93314,33619,29,83.23,24.75683393
93401,29877,110,315.7,105.6665663
93402,14500,42,120.54,83.13103448
93405,23331,48,137.76,59.04590459
93420,30540,56,160.72,52.62606418
93422,33041,33,94.71,28.66438667
93427,5864,6,17.22,29.36562074
93428,5951,4,11.48,19.29087548
93430,2849,10,28.7,100.7371007
93433,12643,8,22.96,18.16024678
93436,56730,5,14.35,2.529525824
93437,3560,1,2.87,8.061797753
93441,1295,10,28.7,221.6216216
93442,11390,37,106.19,93.2309043
93444,22293,13,37.31,16.73619522
93445,7040,5,14.35,20.38352273
93446,45979,35,100.45,21.84693012
93449,8096,8,22.96,28.35968379
93451,4820,1,2.87,5.954356846
93452,522,1,2.87,54.98084291
93453,3045,5,14.35,47.12643678
93454,40994,4,11.48,2.800409816
93455,45282,26,74.62,16.47895411
93458,59927,1,2.87,0.478916014
93460,5728,11,31.57,55.11522346
93463,8731,6,17.22,19.72282671
93465,10121,10,28.7,28.35688173
93501,5772,10,28.7,49.72279972
93505,14880,4,11.48,7.715053763
93510,7591,20,57.4,75.61586089
93512,243,5,14.35,590.5349794
93513,1870,105,301.35,1611.497326
93514,14361,918,2634.66,1834.593691
93517,768,2,5.74,74.73958333
93518,1138,1,2.87,25.21968366
93523,3293,11,31.57,95.87002733
93524,80,1,2.87,358.75
93526,628,40,114.8,1828.025478
93527,2315,8,22.96,99.17926566
93529,619,98,281.26,4543.780291
93531,531,4,11.48,216.1958569
93532,2373,5,14.35,60.4719764
93534,43906,13,37.31,8.497699631
93535,82149,9,25.83,3.144286601
93536,74283,66,189.42,25.49977788
93541,488,27,77.49,1587.909836
93543,14132,6,17.22,12.1851118
93544,1126,1,2.87,25.48845471
93545,2072,34,97.58,470.9459459
93546,8545,1035,2970.45,3476.243417
93549,235,5,14.35,610.6382979
93550,82379,5,14.35,1.741948798
93551,56001,35,100.45,17.93717969
93552,42468,12,34.44,8.10963549
93553,1921,1,2.87,14.94013535
93555,32810,130,373.1,113.7153307
93560,21581,25,71.75,33.2468375
93561,31091,95,272.65,87.69418803
93563,143,1,2.87,200.6993007
93601,1858,2,5.74,30.8934338
93602,3402,2,5.74,16.87242798
93610,23859,1,2.87,1.202900373
93611,47041,19,54.53,11.59201548
93612,37368,3,8.61,2.304110469
93614,11574,5,14.35,12.39847935
93618,30709,1,2.87,0.934579439
93619,50032,20,57.4,11.4726575
93622,9884,1,2.87,2.90368272
93626,2132,1,2.87,13.46153846
93628,329,2,5.74,174.4680851
93630,21103,2,5.74,2.719992418
93631,16843,5,14.35,8.519859882
93633,37,3,8.61,2327.027027
93635,48510,3,8.61,1.774891775
93636,14004,6,17.22,12.29648672
93637,40202,4,11.48,2.855579324
93638,51106,2,5.74,1.123155794
93643,3130,6,17.22,55.01597444
93644,7751,26,74.62,96.27144885
93650,3744,1,2.87,7.665598291
93651,1445,1,2.87,19.8615917
93652,410,2,5.74,140
93654,30620,1,2.87,0.937295885
93657,37464,3,8.61,2.298206278
93664,614,1,2.87,46.74267101
93675,3820,4,11.48,30.05235602
93702,45741,2,5.74,1.254891673
93703,34840,2,5.74,1.647531573
93704,28573,15,43.05,15.06667133
93705,38125,6,17.22,4.516721311
93706,40965,1,2.87,0.700598072
93710,30552,8,22.96,7.515056297
93711,37901,17,48.79,12.87301127
93720,47814,16,45.92,9.603881708
93722,87364,7,20.09,2.299574195
93725,26162,2,5.74,2.194021864
93726,42366,7,20.09,4.742010102
93727,83212,8,22.96,2.759217421
93728,16191,5,14.35,8.862948552
93730,13687,4,11.48,8.387521005
93901,29700,2,5.74,1.932659933
93905,64209,1,2.87,0.446977838
93906,66381,5,14.35,2.161763155
93907,23315,5,14.35,6.154835943
93908,13188,14,40.18,30.4670913
93920,1140,3,8.61,75.52631579
93921,2956,8,22.96,77.67253045
93923,12338,19,54.53,44.1967904
93924,6609,11,31.57,47.76819489
93926,9187,1,2.87,3.123979536
93933,27218,13,37.31,13.7078404
93940,30454,21,60.27,19.79050371
93950,15082,17,48.79,32.34982098
93953,4271,4,11.48,26.87895107
93955,32703,9,25.83,7.898357949
93962,692,2,5.74,82.94797688
94002,28513,93,266.91,93.60993231
94005,4836,2,5.74,11.86931348
94010,44045,108,309.96,70.37348167
94014,48677,13,37.31,7.664810896
94015,63489,17,48.79,7.684795791
94019,15483,37,106.19,68.58489957
94020,1732,7,20.09,115.9930716
94022,20842,83,238.21,114.293254
94024,23263,72,206.64,88.82775222
94025,42354,185,530.95,125.3600604
94027,7270,23,66.01,90.79779917
94028,6904,46,132.02,191.2224797
94030,23212,24,68.88,29.67430639
94037,2811,16,45.92,163.3582355
94038,3176,6,17.22,54.21914358
94040,36501,88,252.56,69.19262486
94041,15604,65,186.55,119.5526788
94043,31414,102,292.74,93.18775068
94044,38675,77,220.99,57.14027149
94060,1513,1,2.87,18.96893589
94061,36704,71,203.77,55.51710985
94062,26689,107,307.09,115.0623853
94063,35836,48,137.76,38.44179038
94065,12781,25,71.75,56.13801737
94066,44147,26,74.62,16.90262079
94070,31585,69,198.03,62.69748298
94074,282,1,2.87,101.7730496
94080,66592,27,77.49,11.63653292
94085,24031,51,146.37,60.9088261
94086,50175,87,249.69,49.76382661
94087,58344,120,344.4,59.02920609
94089,23255,29,83.23,35.79015266
94102,39432,71,203.77,51.67630351
94103,37843,105,301.35,79.63163597
94104,576,6,17.22,298.9583333
94105,14841,50,143.5,96.6915976
94107,34012,209,599.83,176.3583441
94108,13097,22,63.14,48.20951363
94109,58501,173,496.51,84.87205347
94110,68336,415,1191.05,174.2931983
94111,4306,17,48.79,113.3070135
94112,79314,85,243.95,30.75749552
94114,33683,241,691.67,205.3469109
94115,35853,146,419.02,116.8716704
94116,44092,99,284.13,64.44026127
94117,38451,391,1122.17,291.8441653
94118,42356,193,553.91,130.7748607
94121,43115,124,355.88,82.54203873
94122,57160,256,734.72,128.5374388
94123,26131,129,370.23,141.6822931
94124,39445,24,68.88,17.46228926
94127,20686,60,172.2,83.24470656
94129,3647,44,126.28,346.2571977
94131,28810,129,370.23,128.5074627
94132,27723,32,91.84,33.12772788
94133,26751,67,192.29,71.88142499
94134,41695,35,100.45,24.0916177
94158,11327,29,83.23,73.47929725
94301,17299,120,344.4,199.0866524
94303,48281,82,235.34,48.74381227
94304,4569,20,57.4,125.6292405
94305,20961,73,209.51,99.95229235
94306,28659,122,350.14,122.1745351
94401,35249,78,223.86,63.50818463
94402,25879,62,177.94,68.7584528
94403,45057,44,126.28,28.02672171
94404,37323,61,175.07,46.90673311
94501,64116,104,298.48,46.55312247
94502,14164,19,54.53,38.49901158
94503,22069,4,11.48,5.201866872
94505,15445,11,31.57,20.44027193
94506,25361,39,111.93,44.134695
94507,15495,48,137.76,88.90609874
94509,69931,16,45.92,6.566472666
94510,27174,43,123.41,45.41473467
94511,2131,1,2.87,13.46785547
94513,67394,30,86.1,12.77561801
94515,6834,9,25.83,37.79631255
94516,212,2,5.74,270.754717
94517,12525,25,71.75,57.28542914
94518,27209,44,126.28,46.41111397
94519,18677,19,54.53,29.19633774
94520,38383,18,51.66,13.45908345
94521,42885,45,129.15,30.11542497
94523,35272,76,218.12,61.83941937
94525,3288,1,2.87,8.728710462
94526,33064,67,192.29,58.15690782
94528,1054,1,2.87,27.22960152
94530,26360,130,373.1,141.5402124
94531,45342,12,34.44,7.595606722
94533,77380,16,45.92,5.934349961
94534,42296,27,77.49,18.32088141
94535,4259,1,2.87,6.73867105
94536,73172,56,160.72,21.96468595
94538,66424,36,103.32,15.55461881
94539,54026,47,134.89,24.96760819
94541,69736,29,83.23,11.93501205
94542,15691,6,17.22,10.97444395
94544,79769,7,20.09,2.518522233
94545,33786,5,14.35,4.247321376
94546,46687,52,149.24,31.96607193
94547,26016,21,60.27,23.16651292
94549,28637,138,396.06,138.3035933
94550,49959,75,215.25,43.08532997
94551,40358,48,137.76,34.13449626
94552,14721,20,57.4,38.99191631
94553,49756,83,238.21,47.87563309
94555,36887,19,54.53,14.78298588
94556,16134,36,103.32,64.03867609
94558,65473,92,264.04,40.32807417
94559,28137,47,134.89,47.9404343
94560,47533,16,45.92,9.660656807
94561,44545,8,22.96,5.15433831
94563,19496,85,243.95,125.1282314
94564,19024,9,25.83,13.57758621
94565,100341,16,45.92,4.576394495
94566,45055,75,215.25,47.77494174
94567,633,1,2.87,45.33965245
94568,72590,49,140.63,19.3731919
94569,210,1,2.87,136.6666667
94571,10439,3,8.61,8.247916467
94572,9622,1,2.87,2.982747869
94573,96,1,2.87,298.9583333
94574,8317,28,80.36,96.6213779
94576,141,2,5.74,407.0921986
94577,48868,47,134.89,27.60293034
94578,40957,27,77.49,18.91984276
94579,21869,2,5.74,2.624719923
94580,29590,5,14.35,4.849611355
94582,49311,44,126.28,25.60889051
94583,38444,43,123.41,32.10123816
94585,29764,6,17.22,5.7855127
94586,943,9,25.83,273.9130435
94587,70121,30,86.1,12.27877526
94588,36398,35,100.45,27.5976702
94589,32290,6,17.22,5.332920409
94590,39981,27,77.49,19.38170631
94591,56305,24,68.88,12.23337181
94595,17716,30,86.1,48.60013547
94596,22861,58,166.46,72.81396264
94597,23661,47,134.89,57.00942479
94598,26826,88,252.56,94.14746887
94599,3540,2,5.74,16.21468927
94601,54166,40,114.8,21.194107
94602,29702,117,335.79,113.0529931
94603,36681,1,2.87,0.782421417
94605,44294,51,146.37,33.04510769
94606,40768,126,361.62,88.70192308
94607,31067,82,235.34,75.75240609
94608,33073,192,551.04,166.6132495
94609,23578,210,602.7,255.6196454
94610,31261,267,766.29,245.1265155
94611,40262,294,843.78,209.5723014
94612,19773,80,229.6,116.1179386
94618,16946,173,496.51,292.9953971
94619,24867,61,175.07,70.40254152
94621,35816,6,17.22,4.807907081
94702,17637,176,505.12,286.3979135
94703,20805,190,545.3,262.1004566
94704,25259,81,232.47,92.03452235
94705,13591,148,424.76,312.530351
94706,21134,111,318.57,150.7381471
94707,12781,126,361.62,282.9356075
94708,11553,93,266.91,231.0309011
94709,12514,79,226.73,181.1810772
94710,9552,59,169.33,177.2717755
94720,7478,5,14.35,19.18962289
94801,33486,7,20.09,5.999522188
94803,26457,15,43.05,16.27168613
94804,45108,30,86.1,19.08752328
94805,14958,20,57.4,38.37411419
94806,64589,14,40.18,6.220873523
94901,43338,75,215.25,49.66772809
94903,30514,82,235.34,77.12525398
94904,12718,27,77.49,60.92939141
94920,13010,43,123.41,94.85780169
94922,176,1,2.87,163.0681818
94923,1287,5,14.35,111.4996115
94924,1507,6,17.22,114.2667551
94925,10204,43,123.41,120.9427675
94928,47062,25,71.75,15.24584591
94929,227,2,5.74,252.8634361
94930,8729,57,163.59,187.4097835
94931,9119,12,34.44,37.76729905
94933,1226,10,28.7,234.0946166
94937,935,4,11.48,122.7807487
94938,683,4,11.48,168.0819912
94939,7465,45,129.15,173.0073677
94940,319,3,8.61,269.9059561
94941,31480,167,479.29,152.2522236
94945,17876,36,103.32,57.79816514
94946,624,1,2.87,45.99358974
94947,24870,57,163.59,65.77804584
94949,17588,20,57.4,32.63588811
94951,4172,9,25.83,61.91275168
94952,33619,104,298.48,88.78312859
94954,38301,63,180.81,47.20764471
94956,1684,4,11.48,68.17102138
94957,1858,3,8.61,46.3401507
94960,15920,111,318.57,200.1067839
94963,506,11,31.57,623.9130435
94965,11447,48,137.76,120.3459422
94970,620,2,5.74,92.58064516
94973,1516,6,17.22,113.5883905
95002,2039,5,14.35,70.3776361
95003,24706,62,177.94,72.02299037
95004,4348,8,22.96,52.80588776
95005,6551,24,68.88,105.1442528
95006,9454,24,68.88,72.8580495
95007,883,1,2.87,32.50283126
95008,49038,79,226.73,46.23557241
95010,9080,16,45.92,50.57268722
95013,108,1,2.87,265.7407407
95014,62585,79,226.73,36.22753056
95017,969,8,22.96,236.9453044
95018,8003,36,103.32,129.1015869
95019,6603,1,2.87,4.346509163
95020,68090,31,88.97,13.06652959
95023,56973,15,43.05,7.556210837
95030,13585,44,126.28,92.95546559
95032,28109,55,157.85,56.15639119
95033,9565,43,123.41,129.0224778
95035,80440,60,172.2,21.40726007
95037,53126,49,140.63,26.47103113
95039,1617,1,2.87,17.74891775
95043,709,1,2.87,40.47954866
95045,4323,1,2.87,6.638908166
95046,6361,3,8.61,13.53560761
95050,39031,45,129.15,33.08908304
95051,61466,79,226.73,36.88705951
95053,2582,4,11.48,44.46165763
95054,25024,39,111.93,44.7290601
95060,47931,217,622.79,129.9346978
95062,36268,158,453.46,125.0303298
95064,8806,4,11.48,13.03656598
95065,8444,16,45.92,54.38180957
95066,15483,35,100.45,64.8776077
95070,32419,70,200.9,61.96983251
95073,10549,43,123.41,116.9873922
95076,84433,21,60.27,7.138204257
95110,20495,23,66.01,32.20785557
95111,60593,14,40.18,6.631129008
95112,60754,52,149.24,24.56463772
95113,2658,6,17.22,64.78555305
95116,51222,11,31.57,6.163367303
95117,30137,17,48.79,16.18940173
95118,32764,32,91.84,28.03076547
95119,10050,16,45.92,45.69154229
95120,38341,65,186.55,48.65548629
95121,37609,17,48.79,12.9729586
95122,54056,9,25.83,4.778377978
95123,70040,53,152.11,21.71758995
95124,50054,55,157.85,31.53594118
95125,54000,67,192.29,35.60925926
95126,37372,39,111.93,29.95023012
95127,63749,24,68.88,10.80487537
95128,34776,44,126.28,36.31239936
95129,41819,49,140.63,33.6282551
95130,13584,13,37.31,27.46613663
95131,30975,25,71.75,23.16384181
95132,40426,22,63.14,15.61866126
95133,30080,9,25.83,8.587101064
95134,29746,56,160.72,54.03079406
95135,20734,16,45.92,22.14719784
95136,45971,37,106.19,23.09934524
95138,19530,10,28.7,14.6953405
95139,6764,3,8.61,12.72915435
95148,45819,15,43.05,9.395665554
95203,18064,2,5.74,3.177590788
95204,30719,8,22.96,7.474201634
95205,40720,1,2.87,0.70481336
95206,69350,3,8.61,1.241528479
95207,52465,12,34.44,6.564376251
95209,44660,5,14.35,3.213166144
95210,41378,1,2.87,0.693605298
95212,30111,2,5.74,1.906280097
95215,27118,4,11.48,4.233350542
95220,7241,6,17.22,23.78124568
95222,4888,1,2.87,5.871522095
95223,4050,1,2.87,7.086419753
95228,4571,7,20.09,43.95099541
95233,363,1,2.87,79.06336088
95236,4476,2,5.74,12.82394996
95240,49102,24,68.88,14.02794184
95242,27341,2,5.74,2.099411141
95247,3963,6,17.22,43.45193036
95252,14260,2,5.74,4.025245442
95255,1956,1,2.87,14.67280164
95257,454,1,2.87,63.21585903
95258,4054,2,5.74,14.15885545
95301,40886,1,2.87,0.701951768
95304,16210,4,11.48,7.082048118
95306,936,4,11.48,122.6495726
95307,46346,4,11.48,2.477020671
95310,1794,6,17.22,95.98662207
95311,1997,1,2.87,14.37155734
95315,12875,1,2.87,2.229126214
95318,413,15,43.05,1042.372881
95320,13148,4,11.48,8.731365987
95321,3745,13,37.31,99.62616822
95326,10429,1,2.87,2.751941701
95327,8837,2,5.74,6.495416997
95330,29065,2,5.74,1.974883881
95334,16594,1,2.87,1.729540798
95336,47281,8,22.96,4.856073264
95337,44476,3,8.61,1.935875528
95338,11019,23,66.01,59.90561757
95340,38606,16,45.92,11.89452417
95345,633,6,17.22,272.0379147
95346,1106,16,45.92,415.1898734
95348,35066,2,5.74,1.636913249
95350,55344,20,57.4,10.37149465
95351,48668,2,5.74,1.179419742
95354,26765,8,22.96,8.578367271
95355,62337,18,51.66,8.287213052
95356,33070,7,20.09,6.07499244
95357,12692,2,5.74,4.52253388
95358,32131,4,11.48,3.572873549
95361,35019,13,37.31,10.65421628
95363,29309,1,2.87,0.9792214
95366,18239,7,20.09,11.01485827
95367,25421,1,2.87,1.128987845
95368,13896,5,14.35,10.32671272
95370,28090,35,100.45,35.76005696
95372,1838,2,5.74,31.22959739
95376,53781,12,34.44,6.403748536
95377,34590,13,37.31,10.78635444
95379,3816,7,20.09,52.64675052
95380,42912,12,34.44,8.025727069
95382,38702,9,25.83,6.674073691
95383,4157,13,37.31,89.75222516
95389,594,37,106.19,1787.710438
95391,24709,3,8.61,3.484560282
95401,37272,48,137.76,36.96072118
95403,44705,26,74.62,16.69164523
95404,38034,79,226.73,59.61245202
95405,22015,86,246.82,112.1144674
95407,42504,17,48.79,11.47891963
95409,27741,54,154.98,55.8667676
95410,974,2,5.74,58.93223819
95415,1496,1,2.87,19.18449198
95421,1409,1,2.87,20.36905607
95422,17017,2,5.74,3.373097491
95425,11252,6,17.22,15.30394597
95426,1921,5,14.35,74.70067673
95427,492,1,2.87,58.33333333
95436,5265,14,40.18,76.31528965
95437,14608,11,31.57,21.61144578
95441,1915,1,2.87,14.98694517
95442,2955,1,2.87,9.712351946
95444,710,3,8.61,121.2676056
